File Name,Type,Creator,Comments,Category,Extension,Dup,"Data by Ilan Szekely, Jerusalem"
EscapePPC—Filter,fLT,eS_P,EscapePPC,Filter, , ,
EscapePPC—PICT Format Graphics File,PICT,eS_P,EscapePPC,Graphics PICT,PIC, ,
EscapePPC—Pixel Animation File,piXs,eS_P,EscapePPC,, , ,
EscapePPC—Pixels File,PIXL,eS_P,EscapePPC,, , ,
EscapePPC—QuickTime File,QDçP,eS_P,EscapePPC,QuickTime File, , ,
EscapePPC—Rendering Engine,ReND,eS_P,EscapePPC,, , ,
Escher Hands,PDWG,PEGS,PEGASYS,  , , ,
Escorial-Outline.afm,TEXT,IKAR,Font Description,Text,,,
ESCOR™ Downloader,APPL,Vtd, ,Application, , ,
ESCOR™ Downloader,APPL,Vtëd,Application, ,,,
ESLISYS,APPL,CC0I,,Application,, ,
ESLSYS,APPL,CC0H,,Application,, ,
Esp,thng,PNUT,"Qualcomm Inc. and Within Tchnology, Inc.",Extension,, ,
ESP.TAP,Tape,ZXSP,Mac Spectacle,  , , ,
ESpheres Message-EPS,EPSF,XPRS,Poster Maker,EPS,EPS, ,
Espi Sans,FFIL,movr,document,Font suitcase,,,
Espi Sans 10,ffil,movr,document,System 7 font,,,
Espresso™,cdev,Cafe, ,Control Panel, , ,
Esprit INIT,INIT,GodW,,INIT, , ,
essai,F#+D,F#+A,RagTime Classic,  , , ,
Essential Alias™,sdev,HSDa, ,Control Strip Module, , ,
Essential Copy™,sdev,HSDb, ,Control Strip Module, , ,
Essential Modem™,sdev,HSDe, ,Control Strip Module, , ,
Essential Move™,sdev,HSDc, ,Control Strip Module, , ,
Essential PowerBook Strip,sdev,EsBt, ,Control Strip Module, , ,
Eßzimmer,Sc1d,Scn1,Scenario,  , , ,
Etats standards,CGC2,ACQD,Ciel Gestion 2.1,  , , ,
ETDaemon,APPL,Artç, ,Application, , ,
eTest,TEXT,PTPM,Power Translator®,Text File,TXT, ,
Ether10-T SC Upgrader 1.0,APPL,UUtl, ,Application, , ,
EtherHelp™,APPL,agEH, ,Application, , ,
EtherHelp™—????,DemP,agEH,EtherHelp™,, , ,
EtherHelp™—Balloons,agHP,agEH,EtherHelp™,, , ,
EtherHelp™—Diagnostic Dump,eDmP,agEH,EtherHelp™,, , ,
EtherHelp™—Dump File,DumP,agEH,EtherHelp™,, , ,
EtherHelp™—Filters File,Fltr,agEH,EtherHelp™,Filter, , ,
EtherHelp™—Interface Specifications File,PeeK,agEH,EtherHelp™,, , ,
EtherHelp™—Plug-in,EPxm,agEH,EtherHelp™,Plug-in Module, , ,
EtherHelp™—Preferences,Pref,agEH,EtherHelp™,Pref, , ,
Ethernet (Built-in),ndrv,cfrg, ,Extension-Driver, , ,
Ethernet Gateway,cdev,ipxE, ,Control Panel, , ,
EtherPeek™,APPL,agEP, ,Application, , ,
EtherPeek™ Balloons,agHP,agEP,EtherPeek™,  , , ,
EtherPeek™—????,eDmP,agEP,EtherPeek™,, , ,
EtherPeek™—Dump File,DumP,agEP,EtherPeek™,  , , ,
EtherPeek™—Intercept File,DemP,agEP,EtherPeek™,  , , ,
EtherPeek™—Preferences,Pref,agEP,EtherPeek™,Pref, , ,
EtherPortSE,INIT,KISE,,INIT, , ,
EtherPrint Administrator,APPL,EPAD,Dayna Communications,Application, , ,
EtherPrint Setup,APPL,EPZN,Dayna Communications,Application, , ,
EtherTalk,adev,etlk, ,Appletalk extension, , ,
EtherTalk Phase 1,adev,etlk, ,Appletalk extension,,,
EtherTalk Phase 2,adev,et20, ,Appletalk extension, , ,
EtherTalk Prep,etpp,etpp,EtherTalk,  , , ,
EtherTalk Prep—Preferences File,etpf,etpp,EtherTalk,Pref, , ,
Ethyl Acrylate(IR),ISPC,PEIR, , ,,,
Ethyl Acrylate(NMR),HSPC,HNMR,NMR_Demo, ,,,
Ethyl Acrylate™IR),ISPC,PEIR, ,  , , ,
Ethyl Acrylate™NMR),HSPC,HNMR,NMR,  , , ,
Etiquettes 1.7.2,APPL,Etqt, ,Application, , ,
Étiquettes 8*2,JP3f,JPh3,JoliPhone Pro, ,,,
Etiquettes LW 70x35,F#+F,F#+A,RagTime Classic,  , , ,
ETObico1,MIta,MIFM, ,  , , ,
ETObico1.Data,MIdb,MIFM, ,Sound MIDI,MID, ,
Etoile 1.04,APPL,MIOS,  ,Application/Game, , ,
Etoile v2.0,APPL,MieT, ,Application, , ,
Etqt deutsch,TRAD,Etqt,Etiquettes,  , , ,
eu-ebone-ge-950614.ps.Z,ZIVM,LZIV,MacCompress,  , , ,
Euchre,APPL,CRJS,  ,Application/Game, , ,
Euchre 2.5,APPL,CRJE, ,Application, , ,
Euchre 5.1,APPL,CRJZ, ,Application, , ,
Euchre Options,EUCH,CRJE,Euchre,  , , ,
Euchre options,EUCH,CRJZ,Euchre,  , , ,
Euchre—Card Set,EUCH,CRJS,Euchre,  , , ,
Euclid b14,APPL,EUCL, ,Application, , ,
Eudora,PTol,JyWs,PageSpinner,  , , ,
Eudora,APPL,CSOm,Application, ,,,
Eudora Archiver,APPL,EAAR,Softobe,Application,,,
Eudora Comm Toolbox 1.4/2.0,APPL,RZR1, ,Application, , ,
Eudora Email Importer,thng,EI01,Qualcomm Inc.,Extension,, ,
Eudora GURL Handler,APPL,qEGu, ,Application, , ,
Eudora Internal Speller Lib,shlb,Blac,Eudora/PureVoice™ 2.0,Shared Library, , ,
Eudora Internet Mail Server 1.2,APPL,MaiL, ,Application/Dup, ,Dup,
Eudora Light / Pro,APPL,CSOm,  ,Application/Dup, ,Dup,
Eudora Light ICVT,ICVT,J2SF, ,  , , ,
Eudora mailbox.toc,TOCF,CSOm,Eudora, ,,,
Eudora Pro 4.0 Installer Prefs,pref,EUin,  ,Pref, , ,
Eudora Pro 4.2.1,adrp,STi0,  ,Alias to file, , ,
Eudora Pro—Enclosed Application,eAp1,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp2,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp3,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp4,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp5,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp6,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp7,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp8,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eAp9,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eApA,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eApB,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eApC,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eApD,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eApE,CSOm,Eudora, , , ,
Eudora Pro—Enclosed Application,eApF,CSOm,Eudora, , , ,
Eudora Pro—Filter,PrFi,CSOm,Eudora, , , ,
Eudora Pro—Filter,PsFi,CSOm,Eudora, , , ,
Eudora Pro—Mailbox,iMbx,CSOm,Eudora, , , ,
Eudora Pro—MIME Enclosure,MiME,CSOm,Eudora, , , ,
Eudora Pro—Search Research,eSrc,CSOm,Eudora, , , ,
Eudora ROT-13 Text Plugin,thng,ROTT,Qualcomm,Extension, , ,
Eudora Setting,PREF,CSOm,Eudora,Pref, , ,
Eudora Sound Mover,APPL,StJ2,St. John Morrison,Application,, ,
Eudora Speller—Dictionary File,Data,Blac,Eudora/PureVoice™ 2.0,Data File, , ,
Eudora table of contents,TOCF,CSOm,Eudora,  , , ,
Eudora Thing,INIT,Arlo,Arlo Rose,INIT, , ,
Eudora UPPERlower Text Plugin,thng,UPlo,Qualcomm,Extension, , ,
Eudora—????,EuHl,CSOm,Eudora, ,,,
Eudora—Enclosed Application,eApp,CSOm,Eudora,  , , ,
Eudora—Filter,EuFi,CSOm,Eudora,  , , ,
Eudora—Mail File,TEXT,CSOm,Eudora,Text File,TXT, ,
Eudora—MIME Extension,MiMe,CSOm,Eudora,  , , ,
Eudora—Mood Index,MuDi,CSOm,,,, ,
Eudora—Settings,PREF,CSOm,Eudora,Pref,,,
Eudora—Stationary,EuSn,CSOm,Eudora,  , , ,
EudoraTables,rsrc,CSOm,Eudora,Resource file,,,
euex10.tfm,TFM_,MPS ,MPW Shell,  , , ,
Eumorpha,APPL,eMiM, ,Application, , ,
Eumorpha-????,D822,eMiM,Eumorpha,  , , ,
Eumorpha—????,MITM,eMiM,Eumorpha,  , , ,
Eumorpha—Folder File,fold,eMiM,Eumorpha,Folder File, , ,
Eumorpha—Mail File,TEXT,eMiM,Eumorpha,Text File,TXT, ,
Euphoria!,APPL,NFL@, ,Application, , ,
EUR.CTL,PCTL,PIP3,PhotoDeluxe™ Registration,  , , ,
Euregio.Chat.log,TEXT,ttrf,Chat,Text File,TXT, ,
Euregio.Net,D822,TCP2,TCP/Connect II,  , , ,
Eureka®The Solver,APPL,DAFF, ,Application, , ,
EURL,APPL,EARL,Blufire Software,Application,, ,
euro,Xrdt,Xrth,XEarth,  , , ,
Euro Assistant Pro,APPL,EuAP,MaBaSoft,Application,, ,
Euro Assistant Pro—Preferences,PREF,EuAP,Euro Assistant Pro,Pref,, ,
EURO_30.CCC,CSCL,DACS,COLOUR SYSTEM,  , , ,
EURO_RGB.CS7,CS7L,DACS,COLOUR SYSTEM,  , , ,
EURO-ASIA,GEOD,GEOG,Geographics,  , , ,
Euroglot ,APPL,Eg_C,Dictionary European,Application, , ,
Euroglot Dictionary,Eg_W,Eg_C,Euroglot,Dictionary, , ,
Euroglot Preferences,pref,Eg_C,Euroglot,pref , , ,
Eurohauptstdte,WDMM,MMST,Zuordnungen,  , , ,
EuroLohn 3.10,APPL,Q2Fr, ,Application, , ,
Europa,APPL,EURP, ,Application, , ,
EuropAgent,APPL,EUAG, ,Application, , ,
EuroPay,APPL,FFLO,,Application,,,
EuroPay—Balloon Help,FBAL,FFLO,EuroPay,Help,,,
EuroPay—Database,FMP3,FFLO,EuroPay,,,,
EuroPay—Network File,FNET,FFLO,EuroPay,,,,
EuroPay—Temporary File,FMK?,FFLO,EuroPay,Help,,,
EuroPay—Translator/Transfer File,FMTR,FFLO,EuroPay,,,,
Europe Color Map,ECMp,EGas,Swamp Gas™ Europe,  , , ,
Europe Map,EMap,EGas,Swamp Gas™ Europe,  , , ,
Europe!,APPL,EUR$,Educational,Application, , ,
EuroVemmi,APPL,VEMI, ,Application, , ,
EV Credit Hack 1.1,APPL,Cr$H, ,Application, , ,
EV Override,APPL,EsçO,,Application,, ,
EV Override 1.0.0—Data File,ODt,EsçO,EV Override,, , ,
EV Override 1.0.0—Pilot File,OpL,EsçO,EV Override,, , ,
EV Override 1.0.0—Plug-in,Opf,EsçO,EV Override,, , ,
EV Override 1.0.0—Preferences,Op(_,EsçO,EV Override,pref , , ,
EV Override 1.0.0—Resource File,OGr_,EsçO,EV Override,, , ,
EV Override 1.0.0—Sound File,OSd,EsçO,EV Override,Sound, , ,
EV Pilot De/Encryptor,APPL,EVHK, ,Application, , ,
EV Tuner,Mpf,Mrc,Escape Velocity,  , , ,
EV Tuner,Mpïf,Mërc,Escape Velocity,,,,
EV-Edit 1.0b10,APPL,EVed, ,Application, , ,
Eval.cir,TEXT,pspi,PSpice,Text File,TXT, ,
eval.ind,indx,????,Unspecified Creator,Index, , ,
EvalOsc.DAT,bin ,prob,Probe,Binary,BIN, ,
Evaluate CD For Movies,APPL,CDgc, ,Application, , ,
EvE INIT,INIT,E1I4,,INIT, , ,
EvE INIT,INIT,E1I5,,INIT, , ,
EvE INIT,INIT,E1I6,,INIT/Dup, ,Dup,
EvE INIT,INIT,E1I7,,INIT, , ,
EvenBetterBusError,INIT,EBBE,,INIT/Dup, ,Dup,
EventMonitor V1.0,INIT,evtM,,INIT, , ,
Events,TASK,NAGg,Right On Time,  , , ,
Evergreen 4010,APPL,EGRN, ,Application, , ,
every name,DBSE,z_ƒß,MiniFiler document, , , ,
EveryHour 1.0p,APPL,EVHR, ,Application, , ,
Evil Installer FAT,APPL,FLUF, ,Application, , ,
EvoBots 1.0a1,APPL,MKeb, ,Application, , ,
EvocatioN,APPL,EVOC,  ,Application/Game, , ,
EVOlution—????,Mpf,EVOl,Evolutions,, , ,
EVOlution—Data File,MDt,EVOl,Evolutions,, , ,
Evolutionary War,APPL,evwr,,Application/Game,,,
Evolutions 1.01,APPL,EVOL,Application, ,,,
Evolutions v1.05,APPL,EVOL, ,Application, , ,
Evolution™ 1.0,APPL,IMEv, ,Application, , ,
EVOLV-O-MATIC 0.2- Color,APPL,deej, ,Application, , ,
EVOLV-O-MATIC 0.8,APPL,evol, ,Application, , ,
EVWarp 1.0,APPL,MSJP, ,Application, , ,
EVXSCOP,RDEX,str2,Ray Dream, , , ,
eWorld,APPL,AOS1, ,Application, , ,
eWorld Internet Settings,IPNO,AOS2,eWorld Web Browser,Pref, , ,
eWorld Web Browser Hot List File,HOTL,AOS2,eWorld Web Browser,  , , ,
eWorld Web Browser v1.0.2,APPL,AOS2, ,Application, , ,
eWorld-Mail out,AOSo,AOS1,eWorld Web Browser,  , , ,
eWorld—????,AOSp,AOS1,eWorld Web Browser,  , , ,
eWorld—????,AOSx,AOS1,eWorld Web Browser,  , , ,
eWorld—Address Book,AOSe,AOS1,eWorld Web Browser,  , , ,
eWorld—Address Book,AOSt,AOS1,eWorld Web Browser,  , , ,
eWorld—Art/Database,AOSd,AOS1,eWorld Web Browser,  , , ,
eWorld—Calendar,sldr,AOS1,eWorld Web Browser,  , , ,
eWorld—Check Modem,AOSy,AOS1,eWorld Web Browser,  , , ,
eWorld—Download File,AOSl,AOS1,eWorld Web Browser,  , , ,
eWorld—Help,AOSh,AOS1,eWorld Web Browser,Help, , ,
eWorld—Home,AOSa,AOS1,eWorld Web Browser,  , , ,
eWorld—Incomplete Download File,AOSz,AOS1,eWorld Web Browser,  , , ,
eWorld—MacPaint File,PNTG,AOS1,eWorld Web Browser,Graphics MacPaint,MPT, ,
eWorld—Message,AOSr,AOS1,eWorld Web Browser,Sound, , ,
eWorld—Midi Music File,Midi,AOS1,eWorld Web Browser,Sound MIDI,MID, ,
eWorld—Modem Definition File,AOSb,AOS1,eWorld Web Browser,  , , ,
eWorld—Modem File,AOSc,AOS1,eWorld Web Browser,  , , ,
eWorld—Module,AOSm,AOS1,eWorld Web Browser,  , , ,
eWorld—PICT File,PICT,AOS1,eWorld Web Browser,Graphics PICT,PIC, ,
eWorld—Preferences,pref,AOS1,eWorld Web Browser,Pref, , ,
eWorld—Preferences,pref,AOSm,eWorld Web Browser,Pref, , ,
eWorld—QuickTime Movie,MooV,AOS1,eWorld Web Browser,QuickTime Movie,MOV, ,
eWorld—Sound File,sfil,AOS1,eWorld Web Browser,Sound System 7, , ,
eWorld—Sounds,AOSs,AOS1,eWorld Web Browser,  , , ,
eWorld—TEXT File,TEXT,AOS1,eWorld Web Browser,Text File,TXT, ,
